,Animal ID,ARN,Animal Name,Animal Type,Species,Primary Breed,Secondary Breed,Distinguishing Markings,Gender,Altered,Danger,Danger Reason,Date Of Birth,Age in Months Intake,Age Group,Intake Asilomar Status,Intake Condition,Intake Record Owner,Intake Date,Intake Type,Intake Subtype,Found Address,Found Zip Code,Reason,Intake SiteName,Jurisdiction In,Agency Name,Agency Member,Agency Member Phone,Agency Address,Intake Person ID,Intake Person ID Type,Intake Person  ,Admitter,Street Number,Street Name,Street Type,Street Direction,Street Direction2,Unit Number,City,Province,Postal Code,Admitter s Email,Admitter s Home Phone,Admitter s Cell Phone,Initial Stage,Initial Review Date,Age in Months Current,Microchip Issue Date,Microchip Provider,Microchip Number,Pet ID,Pet ID Type,Status,Stage,Location,Sublocation,Outcome Asilomar Status,Outcome Number,Released By,Date Created,Outcome Date,Release Date,Outcome Type,Outcome Subtype,Outcome SiteName,Jurisdiction Out,Outcome Reason,Outcome Person #,Outcome Person ID Type,Outcome Person  ,Outcome Person Name,Out Street Address,Out Street Name,Out Street Type,Out Street Direction,Out Street Direction2,Out Unit Number,Out City,Out Province,Out Postal Code,Out Email,Out Home Phone,Out Cell Phone,Outcome Agency Name,Agency Street Number,Agency Street Name,Agency Street Type,Agency Street Direction,Agency Street Direction 2,Agency Unit Number,Agency City,Agency Province,Agency Postal Code,Agency Email,Agency Home Phone,Agency Cell Number,,
2598,A39272346,NA,Snowman,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,6/19/2018,1,6 to 12 weeks,,Under 7 Weeks,Macallyson Johnson,7/31/2018 14:54,Transfer In,Partner Transfer In,,19140,Rescue,Grays Ferry Avenue,,ACCT Philly,Yusri el-Sawaya,(949) 995-9900,111 W  Hunting Park Avenue  ,,,P05766300,Ciara Peppers,333,Alexander,,W ,,,PHILADELPHIA,PA,19115,,(333) 665-6600,,New Arrival,,7,10/24/2018 0:00,24PetWatch,999999000000000,NA,NA,I,Released,Released,NA,,2642,"Dang-Baca, Suzannah",10/24/2018 18:39,10/24/2018 18:38,10/24/2018 18:38,Adoption,PAC,PAC,,,c300-3203-1333,Driver License,P31647880,Raita el-Sinai,7227,13,Drive,,,4st Fl,PHILADELPHIA,PA,19144,syhgfzpl@uapzk.kao,(157) 588-5655,,,,,,,NA,NA,,,NA,,NA,NA,,
2599,A39275231,NA,Inez,Cat,Cat,Domestic Medium Hair,Mix,,F,Yes,No,NA,6/5/2018,1,6 to 12 weeks,Healthy,Healthy,Valeria Avelar,7/31/2018 18:43,Stray,Project Meow,308 S. 51st Street,19143,,PAWS Foster Program,19143—Kingsessing SW,,,,,,,P17439062,Zaahid al-Rasul,6733,Pemberton,Crossing,,,,PHILADELPHIA,PA,19083,gbw@vjklmfuth.lbh,(111) 271-0632,,Available,,7,8/30/2018 0:00,24PetWatch,584845000000000,NA,NA,I,Released,Released,NA,Healthy,970,"Soliday, Elizabeth",11/1/2018 20:18,11/1/2018 20:17,11/1/2018 20:17,Adoption,Foster Home,PAWS Foster Program,,,21231361,Driver License,P31702925,Angel Enriquez,3044,Aberdeen,Drive,,,6B,PHILADELPHIA,PA,19475,vutpawh@z.pxe,(431) 303-3333,,,,,,,NA,NA,,,NA,,NA,NA,,
2600,A39314108,NA,Fancy Frittata,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,6/10/2018,1,6 to 12 weeks,Healthy,Healthy,Nicole Olson,8/5/2018 13:06,Stray,Project Meow,PAH,19153,,PAWS Foster Program,19153—Eastwick,,,,,,,P17439062,Madison Gandora,6463,Vodges,Walk,,,,PHILADELPHIA,PA,19015,zuyshrw@hpulnfjzqs.qgm,(444) 274-0212,,Available,,7,8/11/2018 0:00,24PetWatch,252725000000000,NA,NA,I,Released,Released,NA,Healthy,2632,"Gil, Isabella",8/18/2018 10:07,8/18/2018 10:06,8/18/2018 10:06,Adoption,PAC,PAC,,,88788788,Government ID,P31183500,Howard Warner,5015,Bread,Alley,,,,PHILADELPHIA,PA,19342,qnecsx@hzeqylg.pvh,(334) 134-4043,,,,,,,NA,NA,,,NA,,NA,NA,,
2601,A39314131,NA,Quiche Lorraine,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,6/10/2018,1,6 to 12 weeks,Healthy,Healthy,Megan Caputa,8/5/2018 13:10,Stray,Project Meow,PAH,19153,,PAWS Foster Program,19153—Eastwick,,,,,,,P17439062,Richard Lopez,4631,Holme,Park,,,,PHILADELPHIA,PA,8033,dfgsv@jnfmbrkvte.gtz,(666) 366-0333,,Available,,7,8/11/2018 0:00,24PetWatch,912224000000000,NA,NA,I,Released,Released,NA,Healthy,2633,"Wallace, Skyler",8/17/2018 12:34,8/17/2018 12:32,8/17/2018 12:32,Adoption,PAC,PAC,,,14114114,Driver License,P31177184,Lillie Mercado,1416,Saint Bernard,Pike,,,,PHILADELPHIA,PA,8102,eavxotnj@jrcgmnv.szv,(241) 244-0544,,,,,,,NA,NA,,,NA,,NA,NA,,
2602,A39314164,NA,Moose,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,6/10/2018,1,6 to 12 weeks,Healthy,Healthy,Taylor Scheel,8/5/2018 13:14,Stray,Project Meow,PAH,19153,,PAWS Foster Program,19153—Eastwick,,,,,,,P17439062,Jaime Coen,2994,Childs,Drive,,,,PHILADELPHIA,PA,19124,gkvauhncb@f.rck,(177) 151-0751,,Available,,7,8/6/2018 0:00,24PetWatch,672222000000000,NA,NA,I,Released,Released,NA,Healthy,2622,"La, Zachary",8/8/2018 15:23,8/8/2018 15:23,8/8/2018 15:23,Adoption,PAC,PAC,,,44402014,Driver License,P31112585,Claire Nelson,5133,Grovers,Boulevard,,,,PHILADELPHIA,PA,19029,lnpsvgqxz@sntdi.xgj,(282) 222-2020,,,,,,,NA,NA,,,NA,,NA,NA,,
2603,A39314186,NA,Grady,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,6/10/2018,1,6 to 12 weeks,Healthy,Healthy,Hiwaaya al-Beydoun,8/5/2018 13:18,Stray,Project Meow,PAH,19153,,PAWS Foster Program,19153—Eastwick,,,,,,,P17439062,Noelia Valdez,2111,Brookline,Terrace,,,,PHILADELPHIA,PA,19047,yvjzbf@m.fmk,(666) 386-0333,,Available,,7,8/6/2018 0:00,24PetWatch,886266000000000,NA,NA,I,Released,Released,NA,Healthy,2623,"Lee, Jase",8/7/2018 13:30,8/7/2018 13:29,8/7/2018 13:29,Adoption,PAC,PAC,,,10661261,Driver License,P31103611,Mario Rivera,128,Woodstock,Square,N ,,,PHILADELPHIA,PA,8344,dmnw@jrq.tvk,(315) 116-1361,,,,,,,NA,NA,,,NA,,NA,NA,,
2604,A39314213,NA,Trix,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,6/10/2018,1,6 to 12 weeks,Healthy,Healthy,Breanna Lopez,8/5/2018 13:23,Stray,Public Drop Off,PAH,19153,,PAWS Foster Program,19153—Eastwick,,,,,,,P17439062,Kalene Emley,5777,Kelly,Crossing,,,,PHILADELPHIA,PA,19144,fpmznc@tafdplzo.tug,(132) 171-0731,,Available,,7,8/6/2018 0:00,24PetWatch,772727000000000,NA,NA,I,Released,Released,NA,Healthy,2624,"Coblentz, Jonni Lynn",8/9/2018 17:34,8/9/2018 17:32,8/9/2018 17:32,Adoption,PAC,PAC,,,44444744,Government ID,P31124102,Raja Coleman,112,Lehigh,Parkway,W ,,,PHILADELPHIA,PA,19383,thfjybasv@fytsu.bsn,(344) 444-4644,,,,,,,NA,NA,,,NA,,NA,NA,,
2605,A39314232,NA,Morning Grits,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,6/10/2018,1,6 to 12 weeks,Healthy,Healthy,Lestina Mcfalls,8/5/2018 13:26,Stray,Project Meow,PAH,19153,,PAWS Foster Program,19153—Eastwick,,,,,,,P17439062,Katheer al-Omar,4444,Stonecraft,Park,,,,PHILADELPHIA,PA,19124,oybpxwjt@zir.nkg,(221) 422-0224,,Available,,7,8/6/2018 0:00,24PetWatch,482423000000000,NA,NA,I,Released,Released,NA,Healthy,2625,"Black, Samuel",8/7/2018 13:30,8/7/2018 13:29,8/7/2018 13:29,Adoption,PAC,PAC,,,30999799,Driver License,P31103611,Anthony Baak,633,24th,Way,N ,,,PHILADELPHIA,PA,18966,ybgamso@cspm.zfq,(222) 777-7222,,,,,,,NA,NA,,,NA,,NA,NA,,
2606,A39314264,NA,Baldwin,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,6/10/2018,1,6 to 12 weeks,Healthy,Healthy,Ethan Bishop,8/5/2018 13:31,Stray,Project Meow,PAH,19153,,PAWS Foster Program,19153—Eastwick,,,,,,,P17439062,Anthony Silva,1451,Jeffrey,Parkway,,,,PHILADELPHIA,PA,19107,ndywjgap@ayrqif.tpa,(666) 166-0631,,Available,,7,8/6/2018 0:00,24PetWatch,737377000000000,NA,NA,I,Released,Released,NA,Healthy,2626,"al-Taheri, Izzat",8/8/2018 15:23,8/8/2018 15:23,8/8/2018 15:23,Adoption,PAC,PAC,,,25507055,Driver License,P31112585,Frankie Huerta,4114,strahle,,,,,PHILADELPHIA,PA,19132,yj@eatq.ljp,(222) 222-2010,,,,,,,NA,NA,,,NA,,NA,NA,,
2607,A39314287,NA,Calico Crêpe,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,6/10/2018,1,6 to 12 weeks,Healthy,Healthy,Shontae Johnson,8/5/2018 13:35,Stray,Project Meow,PAH,19153,,PAWS Foster Program,19153—Eastwick,,,,,,,P17439062,Gabriel Bahirat,1711,23,Road,,,,PHILADELPHIA,PA,8057,ecnzv@fjpaioh.crv,(982) 799-0787,,Available,,7,8/11/2018 0:00,24PetWatch,944142000000000,NA,NA,I,Released,Released,NA,Healthy,2627,"el-Kamel, Abdus Samad",8/15/2018 17:37,8/15/2018 17:35,8/15/2018 17:35,Adoption,PAC,PAC,,,994641905,Passport,P31166214,Sean Beach,3666,Parkwyn,Place,,,6G,PHILADELPHIA,PA,17053,wcnl@wfnlg.atc,(233) 312-0123,,,,,,,NA,NA,,,NA,,NA,NA,,
2608,A39323416,NA,Louie,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,6/5/2018,2,6 to 12 weeks,,Sick,Alexandria Truitt,8/6/2018 16:16,Transfer In,Partner Transfer In,,19140,Rescue,Grays Ferry Avenue,,ACCT Philly,Tanner Wolf,(461) 144-1400,111 W  Hunting Park Avenue  ,,,P05766300,Tracy Tolbert Jr,444,Newhall,,W ,,,PHILADELPHIA,PA,19438,,(213) 143-1400,,New Arrival,,7,8/21/2018 0:00,24PetWatch,951114000000000,NA,NA,I,Released,Released,NA,,2617,"Larkin, Shane",9/4/2018 14:00,9/4/2018 13:59,9/4/2018 13:59,Adoption,PAC,PAC,,,155525551,Driver License,P31305134,Clifford Suttman,4344,Marilyn,Plaza,,,4st FL,PHILADELPHIA,PA,19082,zr@zmugbl.glx,,(930) 333-9309,,,,,,NA,NA,,,NA,,NA,NA,,
2609,A39323456,NA,Sweet Caroline,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,6/2/2018,2,4 to 6 weeks,,Sick,Kadin Gutierrez,8/6/2018 16:16,Transfer In,Partner Transfer In,,19140,Rescue,Grays Ferry Avenue,,ACCT Philly,Naima Chau,(333) 352-3500,111 W  Hunting Park Avenue  ,,,P05766300,Maria Scadden,777,Waxwing,,W ,,,PHILADELPHIA,PA,19133,,(747) 745-7400,,New Arrival,,7,10/5/2018 0:00,24PetWatch,545155000000000,NA,NA,I,Released,Released,NA,,935,"Green, Sabrina",1/23/2019 10:11,1/23/2019 10:09,1/23/2019 10:09,Adoption,Foster Home,PAWS Foster Program,,,229222241,Passport,P32225804,Rachel Coughlin,6646,Marienstein,Boulevard,,,,PHILADELPHIA,PA,21788,qnprexhw@zbrs.rhq,,(318) 818-8383,,,,,,NA,NA,,,NA,,NA,NA,,
2610,A39323461,NA,Armando,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,6/4/2018,2,4 to 6 weeks,,Sick,Khiana Anderson,8/6/2018 16:16,Transfer In,Partner Transfer In,,19140,Rescue,Grays Ferry Avenue,,ACCT Philly,Ariyya el-Rafiq,(111) 112-1100,111 W  Hunting Park Avenue  ,,,P05766300,Dayton Reed,333,Warrington,,W ,,,PHILADELPHIA,PA,8107,,(477) 747-7400,,New Arrival,,7,9/22/2018 0:00,24PetWatch,762123000000000,NA,NA,I,Released,Released,NA,,936,"Torres Acosta, Maria",10/2/2018 23:48,10/2/2018 23:47,10/2/2018 23:47,Adoption,Foster Home,PAWS Foster Program,,,,,P31499437,Fidel Garcia,1101,Robina,Street,,,207,PHILADELPHIA,PA,19001,mq@cnayig.arv,(333) 234-1132,(221) 232-3133,,,,,,NA,NA,,,NA,,NA,NA,,
2611,A39327318,NA,Yoda,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,6/2/2018,2,4 to 6 weeks,,Sick,Georgeann Coutermash,8/6/2018 10:17,Transfer In,Partner Transfer In,,19140,Rescue,Grays Ferry Avenue,,ACCT Philly,Zaylee Aguilar,(552) 255-2500,111 W  Hunting Park Avenue  ,,,P05766300,Riley Zerr,555,Gardner,,W ,,,PHILADELPHIA,PA,11021,,(555) 511-5100,,New Arrival,,7,10/5/2018 0:00,24PetWatch,632226000000000,NA,NA,I,Released,Released,NA,,933,"Sale, Aya",1/23/2019 10:11,1/23/2019 10:09,1/23/2019 10:09,Adoption,Foster Home,PAWS Foster Program,,,545554455,Passport,P32225804,Cody Hess,4646,Tomlinson,Alley,,,,PHILADELPHIA,PA,19148,key@viosak.buy,,(882) 688-2828,,,,,,NA,NA,,,NA,,NA,NA,,
2612,A39331493,NA,Poodle,Cat,Cat,American Shorthair,Mix,,F,Yes,No,NA,6/5/2018,2,6 to 12 weeks,Treatable-Rehabilitatable,Sick,Richard Galaviz-Ortiz,8/7/2018 14:06,Transfer In,Partner Transfer In,,8080,Rescue,Grays Ferry Avenue,New Jersey,Camden County Animal Shelter,Nawaar el-Salem,(643) 404-4100,125  County House Road  ,,,P24537561,Brandon Demeke,,,,,,,,,NA,shzqgtnrx@ilwu.vze,,,New Arrival,,7,8/17/2018 0:00,24PetWatch,771111000000000,NA,NA,I,Released,Released,NA,Treatable-Rehabilitatable,2611,"Fairchild, Stephanie",8/18/2018 12:07,8/18/2018 12:07,8/18/2018 12:07,Adoption,PAC,PAC,,,75878878,Driver License,P31186151,Alix Brown,6566,cottman,Park,S ,,,PHILADELPHIA,PA,10459,kzjnlbedg@rqjnpi.fuh,,(841) 108-1141,,,,,,NA,NA,,,NA,,NA,NA,,
2613,A39331497,NA,Shiba,Cat,Cat,American Shorthair,Mix,,M,Yes,No,NA,6/5/2018,2,6 to 12 weeks,Healthy,Sick,Shameem al-Sulaiman,8/7/2018 14:06,Transfer In,Partner Transfer In,,8080,Rescue,Grays Ferry Avenue,New Jersey,Camden County Animal Shelter,"Jam,Aan al-Abdalla",(721) 205-5700,125  County House Road  ,,,P24537561,Savon Wonnell,,,,,,,,,NA,mjwq@ps.pfq,,,New Arrival,,7,8/17/2018 0:00,24PetWatch,575556000000000,NA,NA,I,Released,Released,NA,Healthy,2612,"Johnson, Robert",8/18/2018 14:04,8/18/2018 14:03,8/18/2018 14:03,Adoption,PAC,PAC,,,11211111,Driver License,P31189666,Allison Mahooty,1119,Harding,Park,N ,,,PHILADELPHIA,PA,19136,jirufgtozm@nsjrqcgpm.ons,,(555) 355-3055,,,,,,NA,NA,,,NA,,NA,NA,,
2614,A39331514,NA,Greyhound,Cat,Cat,American Shorthair,Mix,,M,Yes,No,NA,6/5/2018,2,6 to 12 weeks,Healthy,Sick,Briana Martin,8/21/2018 16:44,Return,Returned Adoption,,19146,Health of Owner / Family,PAC,,,,,,81816888,Driver License,P31186367,Jayla Myles,6606,Montgomery,Square,S ,,F 531,PHILADELPHIA,PA,8043,phevoa@qk.msw,(751) 227-5771,,Available,,7,8/17/2018 0:00,24PetWatch,171511000000000,NA,NA,I,Released,Released,NA,Healthy,2604,"Mayes, Dominic",8/24/2018 19:03,8/24/2018 19:02,8/24/2018 19:02,Adoption,PAC,PAC,,,E44144444,Passport,P31237500,Pyung Lee,5505,phillips,Street,N ,,888,PHILADELPHIA,PA,19147,vjzp@dubtkl.bni,(191) 311-1331,,,,,,,NA,NA,,,NA,,NA,NA,,
2615,A39331514,NA,Greyhound,Cat,Cat,American Shorthair,Mix,,M,Yes,No,NA,6/5/2018,2,6 to 12 weeks,Healthy,Sick,David Becerra,8/7/2018 14:06,Transfer In,Partner Transfer In,,8080,Rescue,Grays Ferry Avenue,New Jersey,Camden County Animal Shelter,Sierra Emmerich,(842) 202-2100,125  County House Road  ,,,P24537561,Shafaaa al-Shahin,,,,,,,,,NA,cpwd@jf.izs,,,New Arrival,,7,8/17/2018 0:00,24PetWatch,232324000000000,NA,NA,I,Released,Released,NA,Healthy,2615,"Lopez, Christiana",8/18/2018 12:15,8/18/2018 12:14,8/18/2018 12:14,Adoption,PAC,PAC,,,51115151,Driver License,P31186367,Jazmin Wilkins,1101,Cleveland,Place,S ,,1nd fl,PHILADELPHIA,PA,19977,lneb@vrqikn.utc,(374) 336-7774,,,,,,,NA,NA,,,NA,,NA,NA,,
2616,A39344562,NA,Evie fka Sheba,Dog,Dog,"Terrier, Pit Bull",Mix,,F,Yes,No,NA,6/3/2018,2,6 to 12 weeks,,Healthy,Haajid al-Hamady,8/8/2018 16:05,Transfer In,Partner Transfer In,,19140,Rescue,Grays Ferry Avenue,,ACCT Philly,Cody Cruz,(434) 885-8800,111 W  Hunting Park Avenue  ,,,P05766300,Javonn Orgler,555,Boone,,W ,,,PHILADELPHIA,PA,19122,,(556) 171-1700,,Evaluate,,7,8/7/2018 0:00,24PetWatch,841816000000000,NA,NA,I,Released,Released,NA,,1188,"Villegas, Savanah",8/10/2018 15:53,8/10/2018 15:52,8/10/2018 15:52,Adoption,Grant Avenue,Grant Avenue,,,22222222,Driver License,P31130528,Carl Jaeger,4636,waverly,Plaza,,,,PHILADELPHIA,PA,21788,tvn@gfuah.fsh,,(424) 212-1214,,,,,,NA,NA,,,NA,,NA,NA,,
2617,A39359299,NA,Winks,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,5/31/2018,2,6 to 12 weeks,Healthy,Healthy,Leslie Ramirez,8/9/2018 17:43,Stray,Public Drop Off,SW Philly,19145,,Grays Ferry Avenue,19145— South Philadelphia W,,,,,12-142-224,Driver License,P31124190,Adrian Prasad,9999,Camac,Square,,,,PHILADELPHIA,PA,19125,aruhoj@efsjyuockh.tmi,(117) 777-1717,,New Arrival,,7,9/14/2018 0:00,24PetWatch,111211000000000,NA,NA,I,Released,Released,NA,Healthy,927,"Griffith, Ashlee",11/27/2018 16:21,11/27/2018 16:20,11/27/2018 16:20,Adoption,Foster Home,PAWS Foster Program,,,27 277 711,Driver License,P31865900,Jonnesia Armstrong,4111,waverly,Crossing,,,,PHILADELPHIA,PA,19134,yfn@nardcvxqp.wrg,(173) 187-3464,,,,,,,NA,NA,,,NA,,NA,NA,,
2618,A39359313,NA,Nudes,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,5/31/2018,2,6 to 12 weeks,Healthy,Healthy,Kareema al-Jamil,8/9/2018 17:43,Stray,Public Drop Off,SW Philly,19145,,Grays Ferry Avenue,19145— South Philadelphia W,,,,,16-996-999,Driver License,P31124190,Jim Pham,3636,Salaignac,Terrace,,,,PHILADELPHIA,PA,19137,puw@sfzq.hdt,(413) 442-4413,,New Arrival,,7,9/12/2018 0:00,24PetWatch,671514000000000,NA,NA,I,Released,Released,NA,Healthy,340,"Mcknight, Roy",9/12/2018 13:33,9/12/2018 13:33,9/12/2018 13:33,Adoption,Grays Ferry Avenue,Grays Ferry Avenue,,,92-332-993,Driver License,P31124190,Saqr al-Abdi,9999,Clinton,Park,,,,PHILADELPHIA,PA,8033,owfye@rcbnkmgquv.qif,(771) 337-3371,,,,,,,NA,NA,,,NA,,NA,NA,,
2619,A39359329,NA,Mega Sofie,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,5/31/2018,2,6 to 12 weeks,Healthy,Healthy,Jacob Sanchez,8/9/2018 17:43,Stray,Public Drop Off,SW Philly,19145,,Grays Ferry Avenue,19145— South Philadelphia W,,,,,24-414-221,Driver License,P31124190,Keith Maker,5555,Clarion,Boulevard,,,,PHILADELPHIA,PA,19061,cgjluxsbyq@mawhytnfr.wjh,(155) 552-1555,,New Arrival,,7,9/12/2018 0:00,24PetWatch,828886000000000,NA,NA,I,Released,Released,NA,Healthy,928,"Keese, Leex",12/11/2018 12:28,12/11/2018 12:27,12/11/2018 12:27,Adoption,Foster Home,PAWS Foster Program,,,32332585,Driver License,P18081065,Sahar el-Elamin,233,Torresdale,Way,S ,,333,PHILADELPHIA,PA,21224,fsewgnt@ja.vud,(406) 601-6666,,,,,,,NA,NA,,,NA,,NA,NA,,
2620,A39359345,NA,Mini Sofie,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,5/31/2018,2,6 to 12 weeks,Healthy,Healthy,Michael Rocha-Hinojoso,8/9/2018 17:43,Stray,Public Drop Off,SW Philly,19145,,Grays Ferry Avenue,19145— South Philadelphia W,,,,,84-854-115,Driver License,P31124190,Kia Pico,2727,Newtown,Walk,,,,PHILADELPHIA,PA,18940,y@xj.jdx,(444) 888-1844,,New Arrival,,7,9/14/2018 0:00,24PetWatch,222222000000000,NA,NA,I,Released,Released,NA,Healthy,917,"Standish, Aryan",12/19/2018 15:20,12/19/2018 15:19,12/19/2018 15:19,Adoption,Foster Home,PAWS Foster Program,,,266626666,Driver License,P32016712,Jordan Reeves,7,Somerset,Terrace,,,,HIGHLAND MILLS,NY,11221,yebjzm@vqexn.ser,(575) 670-3011,,,,,,,NA,NA,,,NA,,NA,NA,,
2621,A39367865,NA,Gryphon,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,5/26/2018,2,6 to 12 weeks,,Healthy,Julie Ko,8/10/2018 15:43,Stray,Public Drop Off,34/Brandywine,19104,,Grays Ferry Avenue,19146—Schuylkill S,,,,,50072750,Driver License,P28603388,Helen Aofia,334,President,Street,N ,,,PHILADELPHIA,PA,19136,somutq@vwn.fia,,(441) 444-1040,Foster Program,,7,8/31/2018 0:00,24PetWatch,416666000000000,NA,NA,I,Released,Released,NA,,905,"Marshall, Dukano",12/20/2018 16:37,12/20/2018 16:37,12/20/2018 16:37,Adoption,Foster Home,PAWS Foster Program,,,20114111,Driver License,P29313667,Brandon Washington,4114,Glendale,Crossing,N ,,,PHILADELPHIA,PA,8037,mf@tzgkum.xwk,(231) 327-1321,,,,,,,NA,NA,,,NA,,NA,NA,,
2622,A39367879,NA,Cora,Cat,Cat,Domestic Shorthair,Mix,,F,Yes,No,NA,5/26/2018,2,6 to 12 weeks,,Healthy,Y Nhi Smith,8/10/2018 15:43,Stray,Public Drop Off,34/Brandywine,19104,,Grays Ferry Avenue,19146—Schuylkill S,,,,,10077770,Driver License,P28603388,Matthew Burke,544,Whalers,Terrace,N ,,,PHILADELPHIA,PA,8020,ivagfuoykr@c.kqb,,(666) 446-6060,Foster Program,,7,8/31/2018 0:00,24PetWatch,251115000000000,NA,NA,I,Released,Released,NA,,906,"el-Farooqui, Sawada",12/20/2018 16:37,12/20/2018 16:37,12/20/2018 16:37,Adoption,Foster Home,PAWS Foster Program,,,10552525,Driver License,P29313667,Travale Tardif,7222,Gianna,Boulevard,N ,,,PHILADELPHIA,PA,19132,jhqtxrmwoz@akwibm.nvb,(262) 222-2222,,,,,,,NA,NA,,,NA,,NA,NA,,
2623,A39373907,NA,Daffodil,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,6/24/2018,1,6 to 12 weeks,Treatable-Rehabilitatable,Under 7 Weeks,Jordan Villafana,8/11/2018 13:22,Transfer In,Partner Transfer In,,19140,Rescue,Grant Avenue,,ACCT Philly,Gavin Luna,(656) 779-7700,111 W  Hunting Park Avenue  ,,,P05766300,Anthony Alkarim,888,Hoffnagle,,W ,,,PHILADELPHIA,PA,19131,,(999) 959-9500,,New Arrival,,7,9/28/2018 0:00,24PetWatch,431716000000000,NA,NA,I,Released,Released,NA,Treatable-Rehabilitatable,907,"Champion, Aaron",10/17/2018 15:17,10/17/2018 15:16,10/17/2018 15:16,Adoption,Foster Home,PAWS Foster Program,,,99091993,Driver License,P31597993,Rudy Garza,413,4,Alley,N ,,,PHILADELPHIA,PA,18938,zc@kjafutcy.wsr,(130) 233-1313,,,,,,,NA,NA,,,NA,,NA,NA,,
2624,A39373913,NA,Echo,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,6/24/2018,1,6 to 12 weeks,Treatable-Rehabilitatable,Under 7 Weeks,Shakeel al-Odeh,8/11/2018 13:22,Transfer In,Partner Transfer In,,19140,Rescue,Grant Avenue,,ACCT Philly,Ryan Farley,(564) 565-5600,111 W  Hunting Park Avenue  ,,,P05766300,Haifaaa al-Allee,111,Durham,,W ,,,PHILADELPHIA,PA,19383,,(413) 244-2400,,New Arrival,,7,9/28/2018 0:00,24PetWatch,361112000000000,NA,NA,I,Released,Released,NA,Treatable-Rehabilitatable,908,"Fierro, Louis",10/17/2018 15:17,10/17/2018 15:16,10/17/2018 15:16,Adoption,Foster Home,PAWS Foster Program,,,31084113,Driver License,P31597993,Ashley Medina,828,Yocum,Way,N ,,,PHILADELPHIA,PA,19030,rfxsceutpz@tqcazxwsmp.fmv,(440) 411-1114,,,,,,,NA,NA,,,NA,,NA,NA,,
2625,A39375754,NA,Tamara fka DOOS AKA Dickie's Other Other Sister,Cat,Cat,Domestic Shorthair,Mix,,F,No,No,NA,6/2/2018,2,6 to 12 weeks,,Healthy,Mus'ab al-Pasha,8/11/2018 15:26,Stray,Public Drop Off,South Jersey,19148,,Grays Ferry Avenue,New Jersey,,,,,,,P11478458,Austin Johns,108,Warnock,Plaza,,,,PHILADELPHIA,PA,19104,izclxt@wxas.kso,(133) 831-6831,,New Arrival,,7,9/13/2018 0:00,24PetWatch,977974000000000,NA,NA,I,Released,Released,NA,,2868,"Vasquez, Estelle",12/11/2018 14:08,12/11/2018 14:07,12/11/2018 14:07,Adoption,Kawaii Kitty Cafe,PAWS Offsite Adoptions,,,55555565,Driver License,P31956228,Albaleea Whited,404,Canterbury,Highway,,,44,PHILADELPHIA,PA,18977,ytxeniklg@znvapmdxrc.eam,,(302) 330-0233,,,,,,NA,NA,,,NA,,NA,NA,,
2626,A39382655,NA,Ralph Tattletale,Cat,Cat,Domestic Shorthair,Mix,,M,Yes,No,NA,6/1/2018,2,6 to 12 weeks,,Healthy,Baahir al-Naderi,8/31/2018 19:22,Return,Returned Adoption,,19130,Unrealistic Expectations,PAC,,,,,,50253531,Driver License,P31285335,Farha el-Zaman,6813,Overbrook,Walk,W ,,,PHILADELPHIA,PA,18017,nte@kwnrqvtjh.ual,(331) 333-1421,,New Arrival,,7,8/14/2018 0:00,24PetWatch,961113000000000,NA,NA,I,Released,Released,NA,,2594,"Yeon, Jessica",9/1/2018 14:00,9/1/2018 13:59,9/1/2018 13:59,Adoption,PAC,PAC,,,60164666,Government ID,P31289555,Munsif el-Shahid,3332,Wooded Pond,Park,S ,,,PHILADELPHIA,PA,8108,jucsxhir@c.udq,(226) 423-3236,,,,,,,NA,NA,,,NA,,NA,NA,,
